Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
79,3.0,0.0,2465.0,19.0,38.0,8571.0,0.0,364495.9870000099,364495.9870000099,0.0,941.6758437156677,,,,,,,,,,,,,,,,55440.735344025146,79373.54020966936,362751.991047985,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,2563.0,20.0,98.0,8669.0,0.0,2213975.488000016,2213975.488000016,0.0,948.7755529880524,,,,,,,,,,,,,,,,596056.669464091,727177.3457846097,2157719.6540465755,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,268.0,1.0,268.0,8937.0,0.0,16366318.417000001,16366318.417000001,0.0,1110.415022611618,,,,,,,,,,,,,,,,6296941.846485278,4773196.934560882,14693431.433575537,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,505.0,2.0,237.0,9174.0,0.0,14773336.086000005,14773336.086000005,0.0,1126.7649121284485,,,,,,,,,,,,,,,,5830871.815397334,4271658.918952385,13404824.29004088,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,668.0,3.0,163.0,9337.0,0.0,6029933.162000002,6029933.162000002,0.0,1138.08269405365,,,,,,,,,,,,,,,,2034866.2078986252,1761772.14669162,5703953.924036576,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,795.0,4.0,127.0,9464.0,0.0,6866923.826000005,6866923.826000005,0.0,1147.0102105140686,,,,,,,,,,,,,,,,2439500.1205275683,2163965.0690581007,6563670.981674686,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,852.0,5.0,57.0,9521.0,0.0,485994.65600001,485994.65600001,0.0,1151.2861082553864,,,,,,,,,,,,,,,,89222.11665871771,121020.22403365637,481390.3857361992,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,917.0,6.0,65.0,9586.0,0.0,998988.9640000113,998988.9640000113,0.0,1156.075492143631,,,,,,,,,,,,,,,,264681.68578000774,317337.348479907,982767.4218461561,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,976.0,7.0,59.0,9645.0,0.0,1052988.3580000093,1052988.3580000093,0.0,1160.552243232727,,,,,,,,,,,,,,,,169106.48546951197,265176.28810320544,1044055.1304877969,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,1263.0,8.0,287.0,9932.0,0.0,8054910.786,8054910.786,0.0,1180.2668306827545,,,,,,,,,,,,,,,,4124317.918180218,2247250.722054442,6878109.653135424,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,1389.0,9.0,126.0,10058.0,0.0,4765447.17500001,4765447.17500001,0.0,1189.2184319496155,,,,,,,,,,,,,,,,1385246.5305349615,1526324.4608514346,4595501.613766369,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,1579.0,10.0,190.0,10248.0,0.0,5035444.239000016,5035444.239000016,0.0,1202.3988151550293,,,,,,,,,,,,,,,,1270366.5253514673,1231269.112270918,4798873.472655885,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,1689.0,11.0,110.0,10358.0,0.0,4603448.959000012,4603448.959000012,0.0,1210.5447008609772,,,,,,,,,,,,,,,,1336734.11897429,1419954.2131071582,4460869.074987828,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,1765.0,12.0,76.0,10434.0,0.0,2119476.5250000134,2119476.5250000134,0.0,1216.0636842250824,,,,,,,,,,,,,,,,455378.43637511105,620030.9715068613,2086954.718554056,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,1908.0,13.0,143.0,10577.0,0.0,4963444.992000009,4963444.992000009,0.0,1226.0751588344574,,,,,,,,,,,,,,,,2054414.4355321655,1551725.2140842862,4674338.065784697,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,2020.0,14.0,112.0,10689.0,0.0,4994944.611000007,4994944.611000007,0.0,1234.0605688095093,,,,,,,,,,,,,,,,1493485.2325878087,1587632.577824293,4832506.771721899,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,2103.0,15.0,83.0,10772.0,0.0,1120487.6320000077,1120487.6320000077,0.0,1240.0716543197632,,,,,,,,,,,,,,,,368784.37335432286,392748.33579822094,1090969.4985101104,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,2316.0,16.0,213.0,10985.0,0.0,6596926.912000016,6596926.912000016,0.0,1254.8264367580414,,,,,,,,,,,,,,,,2744060.307421519,1934618.4662930025,6018460.527046275,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,2455.0,17.0,139.0,11124.0,0.0,7366418.288000006,7366418.288000006,0.0,1264.5564267635345,,,,,,,,,,,,,,,,2509573.8767289193,2336361.242548903,7024612.131265957,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,2550.0,18.0,95.0,11219.0,0.0,3712458.8440000117,3712458.8440000117,0.0,1271.3706285953522,,,,,,,,,,,,,,,,986309.5169486301,1191427.9746510554,3622381.8217116017,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,2592.0,19.0,42.0,11261.0,0.0,472494.79100001004,472494.79100001004,0.0,1274.634405374527,,,,,,,,,,,,,,,,76401.07078121789,114956.97800231402,469755.7017289278,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,2918.0,20.0,326.0,11587.0,0.0,15533827.71500002,15533827.71500002,0.0,1296.950089931488,,,,,,,,,,,,,,,,6296729.1431294335,4332159.454964405,13494588.60294277,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,324.0,1.0,324.0,11911.0,0.0,19903279.172999892,19903279.172999892,0.0,1478.9374010562897,,,,,,,,,,,,,,,,7358543.933055188,5785767.012980559,17536647.5862764,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,519.0,2.0,195.0,12106.0,0.0,11213875.594000023,11213875.594000023,0.0,1492.4115417003632,,,,,,,,,,,,,,,,4191911.3690251503,3340222.491061479,10406859.736776877,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,694.0,3.0,175.0,12281.0,0.0,5129943.174000008,5129943.174000008,0.0,1504.5534298419952,,,,,,,,,,,,,,,,1669521.473339058,1352797.7190438556,4842619.535701378,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,845.0,4.0,151.0,12432.0,0.0,7892912.450000008,7892912.450000008,0.0,1515.0752725601196,,,,,,,,,,,,,,,,2717065.2156555005,2484760.1210735263,7490125.728164194,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,905.0,5.0,60.0,12492.0,0.0,404995.55900000985,404995.55900000985,0.0,1519.5708384513855,,,,,,,,,,,,,,,,65411.30596635812,99082.72228371375,401472.35299502366,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,953.0,6.0,48.0,12540.0,0.0,391495.69700000994,391495.69700000994,0.0,1523.2738473415375,,,,,,,,,,,,,,,,87218.42097319876,97413.23745824995,387696.90970299946,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,1013.0,7.0,60.0,12600.0,0.0,1079988.0590000092,1079988.0590000092,0.0,1527.7592203617096,,,,,,,,,,,,,,,,163236.61481397317,269855.8590542544,1071265.1272384103,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,1075.0,8.0,62.0,12662.0,0.0,539994.0610000114,539994.0610000114,0.0,1532.3663566112518,,,,,,,,,,,,,,,,107203.07415734632,127954.35816991754,533881.3517540084,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,1305.0,9.0,230.0,12892.0,0.0,12775358.279000005,12775358.279000005,0.0,1548.2360427379608,,,,,,,,,,,,,,,,4891333.179336586,3688852.259353239,11662013.661414003,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,1535.0,10.0,230.0,13122.0,0.0,10174387.179000027,10174387.179000027,0.0,1564.4338026046753,,,,,,,,,,,,,,,,4078372.5933960015,3177269.9420433696,9245607.089608544,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,1691.0,11.0,156.0,13278.0,0.0,8108910.0550000025,8108910.0550000025,0.0,1575.294801235199,,,,,,,,,,,,,,,,2723891.3202642146,2539959.1671424853,7691674.683722516,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,1885.0,12.0,194.0,13472.0,0.0,8432906.493000004,8432906.493000004,0.0,1588.7187330722809,,,,,,,,,,,,,,,,3033437.5978329945,2327556.96799996,7852271.870891302,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,2031.0,13.0,146.0,13618.0,0.0,7285419.195000006,7285419.195000006,0.0,1598.9368946552277,,,,,,,,,,,,,,,,2725891.242092791,2333815.9954794305,6894333.407061527,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,2110.0,14.0,79.0,13697.0,0.0,3766458.2280000113,3766458.2280000113,0.0,1604.6709756851196,,,,,,,,,,,,,,,,1204308.2894765304,1223312.3849256905,3674992.8659973624,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,2165.0,15.0,55.0,13752.0,0.0,364496.0040000098,364496.0040000098,0.0,1608.8352229595184,,,,,,,,,,,,,,,,82885.39176642065,98061.22198213007,360297.60505791474,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,2244.0,16.0,79.0,13831.0,0.0,1390484.628000008,1390484.628000008,0.0,1614.6282787322998,,,,,,,,,,,,,,,,418058.3278155092,423706.4475884831,1358816.8369395244,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,2417.0,17.0,173.0,14004.0,0.0,9377895.972000007,9377895.972000007,0.0,1626.7299530506134,,,,,,,,,,,,,,,,3266847.2342985794,2944340.7435737606,8821552.953419778,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,2500.0,18.0,83.0,14087.0,0.0,2348973.9820000124,2348973.9820000124,0.0,1632.779121875763,,,,,,,,,,,,,,,,524262.99191917,678962.501375395,2307767.9215923115,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,2552.0,19.0,52.0,14139.0,0.0,499494.5010000099,499494.5010000099,0.0,1636.7217106819153,,,,,,,,,,,,,,,,63183.552293777895,106641.85399069381,496705.66194267606,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,2866.0,20.0,314.0,14453.0,0.0,18539794.303999946,18539794.303999946,0.0,1658.2381043434143,,,,,,,,,,,,,,,,8312743.330388671,5558585.316594217,15945538.436694665,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,322.0,1.0,322.0,14775.0,0.0,19565782.920999926,19565782.920999926,0.0,1838.3822927474976,,,,,,,,,,,,,,,,7697023.805241793,5526680.623425602,17104445.70141358,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,575.0,2.0,253.0,15028.0,0.0,14881334.902000016,14881334.902000016,0.0,1855.8532152175903,,,,,,,,,,,,,,,,5434169.147552571,4446687.663298467,13520010.117787002,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,807.0,3.0,232.0,15260.0,0.0,13990344.78100001,13990344.78100001,0.0,1871.834424495697,,,,,,,,,,,,,,,,5257132.942848555,4195947.851200578,12783473.411670815,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,912.0,4.0,105.0,15365.0,0.0,4927445.354000007,4927445.354000007,0.0,1879.30779504776,,,,,,,,,,,,,,,,1579152.884950811,1565330.8511335666,4766400.701781956,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,981.0,5.0,69.0,15434.0,0.0,1093487.918000009,1093487.918000009,0.0,1884.4379298686981,,,,,,,,,,,,,,,,185990.0826563177,283224.18030887557,1081736.3386353597,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,1030.0,6.0,49.0,15483.0,0.0,580493.5980000112,580493.5980000112,0.0,1888.2283728122711,,,,,,,,,,,,,,,,166901.99701497564,200037.4846000858,572888.2884347112,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,1112.0,7.0,82.0,15565.0,0.0,1646981.7810000076,1646981.7810000076,0.0,1894.2023520469666,,,,,,,,,,,,,,,,284095.96988226514,442604.6908510655,1625311.2226923564,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,1288.0,8.0,176.0,15741.0,0.0,5462939.4750000145,5462939.4750000145,0.0,1906.4472360610962,,,,,,,,,,,,,,,,1848807.6275344738,1840534.5277651725,5142692.024578522,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,1685.0,9.0,397.0,16138.0,0.0,18521794.595999982,18521794.595999982,0.0,1933.554428100586,,,,,,,,,,,,,,,,7377257.296884411,4727453.676245193,15608632.081218118,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,1853.0,10.0,168.0,16306.0,0.0,7771413.817000005,7771413.817000005,0.0,1945.539136171341,,,,,,,,,,,,,,,,3175706.458386738,2313372.873887841,7245140.272263304,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,2076.0,11.0,223.0,16529.0,0.0,9319396.672000004,9319396.672000004,0.0,1960.9521770477295,,,,,,,,,,,,,,,,2706047.8502656557,2757851.010255106,8724672.674064843,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,2299.0,12.0,223.0,16752.0,0.0,11614371.172000006,11614371.172000006,0.0,1976.39275431633,,,,,,,,,,,,,,,,4698934.064695487,3333010.2317849426,10577085.961534452,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,2428.0,13.0,129.0,16881.0,0.0,6677925.928000007,6677925.928000007,0.0,1985.690215587616,,,,,,,,,,,,,,,,2529396.543477415,2170256.2985193045,6357991.7656570785,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,2519.0,14.0,91.0,16972.0,0.0,3914956.5900000124,3914956.5900000124,0.0,1992.27494597435,,,,,,,,,,,,,,,,1115652.738876069,1251431.7925229305,3817249.440202491,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,2581.0,15.0,62.0,17034.0,0.0,836990.7610000109,836990.7610000109,0.0,1996.8549344539642,,,,,,,,,,,,,,,,298831.0417846582,298431.3421360382,819282.5189282892,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,2783.0,16.0,202.0,17236.0,0.0,9310396.75100001,9310396.75100001,0.0,2010.9133179187775,,,,,,,,,,,,,,,,4255375.301035743,2955605.238567256,8459270.210401192,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,2961.0,17.0,178.0,17414.0,0.0,10228386.527000025,10228386.527000025,0.0,2023.3465662002563,,,,,,,,,,,,,,,,3732860.06587228,3159181.229472068,9573510.946220962,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,3062.0,18.0,101.0,17515.0,0.0,4589949.100000012,4589949.100000012,0.0,2030.5181839466095,,,,,,,,,,,,,,,,1427412.0564255926,1454404.7480305198,4450230.71301404,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,3104.0,19.0,42.0,17557.0,0.0,512994.34100001,512994.34100001,0.0,2034.3952643871307,,,,,,,,,,,,,,,,77380.38437271534,123849.01957233583,510254.61947583186,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,3480.0,20.0,376.0,17933.0,0.0,21712259.113999914,21712259.113999914,0.0,2060.099408388138,,,,,,,,,,,,,,,,9254503.76361363,6098451.062818761,18250816.51539669,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,344.0,1.0,344.0,18277.0,0.0,22180253.89299989,22180253.89299989,0.0,2273.3911559581757,,,,,,,,,,,,,,,,8635024.350953551,6192164.552421032,19229034.55082281,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,581.0,2.0,237.0,18514.0,0.0,14908334.586000003,14908334.586000003,0.0,2289.7351865768433,,,,,,,,,,,,,,,,5768991.318407468,4441398.43524193,13554638.281819252,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,749.0,3.0,168.0,18682.0,0.0,9526394.317000011,9526394.317000011,0.0,2301.4174070358276,,,,,,,,,,,,,,,,3450539.816724821,2963352.5233557858,8955659.287077319,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,863.0,4.0,114.0,18796.0,0.0,5507938.913000004,5507938.913000004,0.0,2309.5071654319763,,,,,,,,,,,,,,,,1765157.5620203672,1744062.895866233,5312022.973903592,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,915.0,5.0,52.0,18848.0,0.0,674992.5510000115,674992.5510000115,0.0,2313.4721977710724,,,,,,,,,,,,,,,,120513.72675390019,166328.79186325418,669395.2324412485,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,984.0,6.0,69.0,18917.0,0.0,1214986.5680000081,1214986.5680000081,0.0,2318.533587694168,,,,,,,,,,,,,,,,280853.5639516039,355429.7998017059,1196804.4765639133,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,1044.0,7.0,60.0,18977.0,0.0,904490.0090000118,904490.0090000118,0.0,2323.0732827186584,,,,,,,,,,,,,,,,135336.7336058644,220898.10800389643,897267.072055714,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,1121.0,8.0,77.0,19054.0,0.0,1322985.3760000076,1322985.3760000076,0.0,2328.697706222534,,,,,,,,,,,,,,,,254700.04977968853,354158.49484161456,1304678.1503172915,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,1506.0,9.0,385.0,19439.0,0.0,19520783.48399996,19520783.48399996,0.0,2354.962879896164,,,,,,,,,,,,,,,,8040491.503443864,5046893.079523219,16441635.891065184,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,1696.0,10.0,190.0,19629.0,0.0,10714381.139000028,10714381.139000028,0.0,2368.112785100937,,,,,,,,,,,,,,,,4106397.512009717,3131236.5773768807,9944109.721439613,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,2012.0,11.0,316.0,19945.0,0.0,18890790.41499997,18890790.41499997,0.0,2389.7641456127167,,,,,,,,,,,,,,,,7491052.457022385,5099367.3212339375,16540157.99657752,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,2226.0,12.0,214.0,20159.0,0.0,8756902.913000017,8756902.913000017,0.0,2404.5076625347137,,,,,,,,,,,,,,,,3093771.9013494803,2480630.456314943,8102938.664775995,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,2397.0,13.0,171.0,20330.0,0.0,8216908.870000005,8216908.870000005,0.0,2416.7429819107056,,,,,,,,,,,,,,,,2808558.4122751807,2649527.8234372884,7744389.771272225,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,2503.0,14.0,106.0,20436.0,0.0,4697947.905000011,4697947.905000011,0.0,2424.310492515564,,,,,,,,,,,,,,,,1420748.96575268,1486303.1682956833,4551900.4150452735,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,2564.0,15.0,61.0,20497.0,0.0,404995.56000000983,404995.56000000983,0.0,2428.89035654068,,,,,,,,,,,,,,,,87363.10585901854,104994.72482243943,400066.47701962956,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,2777.0,16.0,213.0,20710.0,0.0,10025888.812000016,10025888.812000016,0.0,2443.636164188385,,,,,,,,,,,,,,,,4236655.692309157,3277634.0664058705,9132613.763301458,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,2924.0,17.0,147.0,20857.0,0.0,8567904.946000004,8567904.946000004,0.0,2453.964153289795,,,,,,,,,,,,,,,,3169007.3823030354,2683620.9064101987,8110171.031833301,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,3452.0,18.0,528.0,21385.0,0.0,32390640.617999792,32390640.617999792,0.0,2489.848635673523,,,,,,,,,,,,,,,,13261259.929127013,8224791.793794515,25414109.48490586,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,3501.0,19.0,49.0,21434.0,0.0,472494.79800000985,472494.79800000985,0.0,2493.4725501537323,,,,,,,,,,,,,,,,55080.35730535372,100483.98502840947,470266.1266186662,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,3878.0,20.0,377.0,21811.0,0.0,21280263.911999922,21280263.911999922,0.0,2519.2534205913544,,,,,,,,,,,,,,,,8286144.699187456,6176222.173745866,18174561.92232867,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,396.0,1.0,396.0,22207.0,0.0,25150220.944999844,25150220.944999844,0.0,2755.514633655548,,,,,,,,,,,,,,,,9433543.18919781,6957583.066606801,21435973.815893583,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,682.0,2.0,286.0,22493.0,0.0,16420317.835000027,16420317.835000027,0.0,2775.2177209854126,,,,,,,,,,,,,,,,6115241.473353485,4707683.951403405,14686044.818439351,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,862.0,3.0,180.0,22673.0,0.0,8999900.17900001,8999900.17900001,0.0,2787.6964111328125,,,,,,,,,,,,,,,,3072174.1106033283,2699927.5289679305,8455364.203294715,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,1080.0,4.0,218.0,22891.0,0.0,12388362.567000031,12388362.567000031,0.0,2802.8310310840607,,,,,,,,,,,,,,,,4619402.388972372,3701963.110426403,11392725.571775816,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,1145.0,5.0,65.0,22956.0,0.0,769491.5140000121,769491.5140000121,0.0,2807.6227238178253,,,,,,,,,,,,,,,,136938.8798816461,190611.71958917473,761351.8386463495,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,1215.0,6.0,70.0,23026.0,0.0,1376984.7690000082,1376984.7690000082,0.0,2812.811150789261,,,,,,,,,,,,,,,,377547.08012511244,420651.7731474043,1351908.3817730255,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,1303.0,7.0,88.0,23114.0,0.0,2348973.9870000114,2348973.9870000114,0.0,2819.955756187439,,,,,,,,,,,,,,,,560012.8171404402,663270.4313624384,2301994.8539455975,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,1712.0,8.0,409.0,23523.0,0.0,24542727.707999866,24542727.707999866,0.0,2847.8267319202423,,,,,,,,,,,,,,,,10347893.164722111,6782847.660733362,20330770.173802465,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,2086.0,9.0,374.0,23897.0,0.0,19507283.62299994,19507283.62299994,0.0,2873.3759129047394,,,,,,,,,,,,,,,,7956883.574688682,5220432.69799492,16547957.123189643,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,2400.0,10.0,314.0,24211.0,0.0,18215797.912999958,18215797.912999958,0.0,2894.8819823265076,,,,,,,,,,,,,,,,6878453.617617425,5005537.914747768,16072035.512580715,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,2627.0,11.0,227.0,24438.0,0.0,4558449.576000031,4558449.576000031,0.0,2910.49067902565,,,,,,,,,,,,,,,,994456.331937531,972339.386838526,4337045.033683876,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,2698.0,12.0,71.0,24509.0,0.0,1943978.470000009,1943978.470000009,0.0,2915.6447520256042,,,,,,,,,,,,,,,,407200.1105321938,563298.7680585767,1916984.2463986229,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
