Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
267,13.0,0.0,1223.0,7.0,76.0,46083.0,0.0,2348973.9750000127,2348973.9750000127,0.0,5666.445897579193,,,,,,,,,,,,,,,,556113.891549273,695809.4886376287,2309018.337579845,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,13.0,0.0,1665.0,8.0,442.0,46525.0,0.0,24902723.74099986,24902723.74099986,0.0,5696.562624454498,,,,,,,,,,,,,,,,9386700.945694946,6793618.179825154,20774576.499502365,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,13.0,0.0,2022.0,9.0,357.0,46882.0,0.0,22220753.455999933,22220753.455999933,0.0,5720.946801662445,,,,,,,,,,,,,,,,8679179.310608946,6070072.628385545,19141427.8699826,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,13.0,0.0,2396.0,10.0,374.0,47256.0,0.0,20843768.772999953,20843768.772999953,0.0,5746.503203630447,,,,,,,,,,,,,,,,7658859.436824325,5583865.64608094,17997352.69632404,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,13.0,0.0,2631.0,11.0,235.0,47491.0,0.0,12181364.884000031,12181364.884000031,0.0,5762.688833236694,,,,,,,,,,,,,,,,4522092.886493029,3443575.2934829434,11129802.858532686,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,13.0,0.0,2889.0,12.0,258.0,47749.0,0.0,13625848.85700002,13625848.85700002,0.0,5780.482763051987,,,,,,,,,,,,,,,,5587418.708296887,3867044.108722517,12196491.321580997,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,13.0,0.0,3028.0,13.0,139.0,47888.0,0.0,6353929.538000005,6353929.538000005,0.0,5790.395352840424,,,,,,,,,,,,,,,,2131621.8221140592,2079863.6611352705,6063697.802528685,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,13.0,0.0,3116.0,14.0,88.0,47976.0,0.0,3779958.087000013,3779958.087000013,0.0,5796.7560522556305,,,,,,,,,,,,,,,,1097329.224429703,1212218.6853382227,3687080.195445643,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,13.0,0.0,3173.0,15.0,57.0,48033.0,0.0,350996.1560000098,350996.1560000098,0.0,5801.028069257736,,,,,,,,,,,,,,,,74353.5424838093,91230.51726592737,347105.1091876206,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,13.0,0.0,3402.0,16.0,229.0,48262.0,0.0,13949845.22800001,13949845.22800001,0.0,5816.918429374695,,,,,,,,,,,,,,,,5553616.341165055,4231774.519124617,12690757.843716923,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,13.0,0.0,3967.0,17.0,565.0,48827.0,0.0,38740070.10300005,38740070.10300005,0.0,5855.276978254318,,,,,,,,,,,,,,,,15202410.190069744,9489761.902489385,30180889.23484546,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,13.0,0.0,4055.0,18.0,88.0,48915.0,0.0,3577460.3370000096,3577460.3370000096,0.0,5861.963598489761,,,,,,,,,,,,,,,,1006071.0179540719,1126067.690960649,3492418.505925979,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,13.0,0.0,4090.0,19.0,35.0,48950.0,0.0,323996.4340000099,323996.4340000099,0.0,5864.720209360123,,,,,,,,,,,,,,,,62535.37058058678,82200.36240157453,322129.825855545,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,13.0,0.0,4518.0,20.0,428.0,49378.0,0.0,27553194.265999828,27553194.265999828,0.0,5893.915363550186,,,,,,,,,,,,,,,,11033131.768095432,7618627.759878275,22853867.736992165,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,14.0,0.0,402.0,1.0,402.0,49780.0,0.0,24515728.00099983,24515728.00099983,0.0,6167.328063011169,,,,,,,,,,,,,,,,8915996.863448832,6877594.465805451,20952449.7116052,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,14.0,0.0,728.0,2.0,326.0,50106.0,0.0,20857268.57499992,20857268.57499992,0.0,6189.607952594757,,,,,,,,,,,,,,,,8006642.2370364135,5871465.083491733,18265368.574300442,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,14.0,0.0,1009.0,3.0,281.0,50387.0,0.0,16541816.480000023,16541816.480000023,0.0,6208.981688737869,,,,,,,,,,,,,,,,6225537.797502349,4857533.3470894685,14807247.606508357,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,14.0,0.0,1197.0,4.0,188.0,50575.0,0.0,10268886.087000012,10268886.087000012,0.0,6222.012442827225,,,,,,,,,,,,,,,,3662640.06748594,3190767.470182844,9589899.65396663,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,14.0,0.0,1243.0,5.0,46.0,50621.0,0.0,377995.8450000099,377995.8450000099,0.0,6225.8988292217255,,,,,,,,,,,,,,,,81230.8376395968,98455.18412305068,374633.8603289174,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,14.0,0.0,1362.0,6.0,119.0,50740.0,0.0,1849479.5680000053,1849479.5680000053,0.0,6234.318203687668,,,,,,,,,,,,,,,,469731.5614468571,534751.3278049353,1795376.889076911,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,14.0,0.0,1460.0,7.0,98.0,50838.0,0.0,3725958.6970000104,3725958.6970000104,0.0,6241.331226110458,,,,,,,,,,,,,,,,986646.6137866424,1160715.679979367,3632900.2290779985,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,14.0,0.0,1920.0,8.0,460.0,51298.0,0.0,28358685.35899982,28358685.35899982,0.0,6272.680694103241,,,,,,,,,,,,,,,,10728442.710688518,7343517.012043596,23447048.760844123,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,14.0,0.0,2314.0,9.0,394.0,51692.0,0.0,22868746.29299992,22868746.29299992,0.0,6299.594059467316,,,,,,,,,,,,,,,,8571303.069595778,6162843.108507483,19511164.04762693,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,14.0,0.0,2654.0,10.0,340.0,52032.0,0.0,19250786.438999962,19250786.438999962,0.0,6322.791086673737,,,,,,,,,,,,,,,,7241424.744438038,5243820.739146063,16805507.533424523,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,14.0,0.0,2933.0,11.0,279.0,52311.0,0.0,14611337.928000046,14611337.928000046,0.0,6341.938290119171,,,,,,,,,,,,,,,,5366210.515172914,4026723.156927643,13127292.486753523,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,14.0,0.0,3758.0,12.0,825.0,53136.0,0.0,52307419.613000676,52307419.613000676,0.0,6397.821930885315,,,,,,,,,,,,,,,,19949601.154565424,11451532.136225969,35884883.544027574,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,14.0,0.0,4525.0,13.0,767.0,53903.0,0.0,52190420.85700059,52190420.85700059,0.0,6449.669437885284,,,,,,,,,,,,,,,,20118520.169946883,11507095.577621046,36796312.19884956,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,14.0,0.0,4625.0,14.0,100.0,54003.0,0.0,4697947.8990000095,4697947.8990000095,0.0,6456.70663690567,,,,,,,,,,,,,,,,1470647.462192987,1508053.468634295,4555438.591372084,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,14.0,0.0,4689.0,15.0,64.0,54067.0,0.0,647992.8630000111,647992.8630000111,0.0,6461.504872560501,,,,,,,,,,,,,,,,210355.91918726516,214146.75127248344,635165.2494214462,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,14.0,0.0,5300.0,16.0,611.0,54678.0,0.0,38263075.45100012,38263075.45100012,0.0,6503.062913656235,,,,,,,,,,,,,,,,15635273.845155938,9029705.941278523,28738661.793403115,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,14.0,0.0,5860.0,17.0,560.0,55238.0,0.0,37133587.95000006,37133587.95000006,0.0,6540.994531154633,,,,,,,,,,,,,,,,14213671.355877794,9357911.265741847,29203135.125834312,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,14.0,0.0,6284.0,18.0,424.0,55662.0,0.0,26099710.41299989,26099710.41299989,0.0,6569.782778739929,,,,,,,,,,,,,,,,10295782.069247741,7116386.819173295,21756054.870509494,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,14.0,0.0,6328.0,19.0,44.0,55706.0,0.0,418495.39300001,418495.39300001,0.0,6573.547349691391,,,,,,,,,,,,,,,,76758.43326799922,98374.04071226176,415533.55549170985,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,14.0,0.0,6721.0,20.0,393.0,56099.0,0.0,26194209.333999854,26194209.333999854,0.0,6600.425004005432,,,,,,,,,,,,,,,,10690891.272810876,7042560.8571854625,22014703.76755292,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,15.0,0.0,357.0,1.0,357.0,56456.0,0.0,23314241.305999886,23314241.305999886,0.0,6993.204305887222,,,,,,,,,,,,,,,,9165537.637753658,6408653.712332001,20062206.575897854,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,15.0,0.0,657.0,2.0,300.0,56756.0,0.0,18769291.74899994,18769291.74899994,0.0,7013.788416147232,,,,,,,,,,,,,,,,7200147.099312731,5396917.877504908,16625873.492698895,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,15.0,0.0,902.0,3.0,245.0,57001.0,0.0,14759836.244000021,14759836.244000021,0.0,7030.676220178604,,,,,,,,,,,,,,,,5535922.41346665,4355573.304565359,13416952.204905584,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,15.0,0.0,1021.0,4.0,119.0,57120.0,0.0,5530438.668000008,5530438.668000008,0.0,7039.115051984787,,,,,,,,,,,,,,,,1831326.1631682871,1723911.527787856,5317828.683266252,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,15.0,0.0,1068.0,5.0,47.0,57167.0,0.0,296996.7460000097,296996.7460000097,0.0,7042.667423963547,,,,,,,,,,,,,,,,58399.921206308616,71383.15476477362,294546.4961995131,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,15.0,0.0,1125.0,6.0,57.0,57224.0,0.0,472494.80600001005,472494.80600001005,0.0,7046.96031498909,,,,,,,,,,,,,,,,108073.25609698442,127235.08861872795,466801.4318343162,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,15.0,0.0,1206.0,7.0,81.0,57305.0,0.0,1849479.5300000084,1849479.5300000084,0.0,7052.930989742279,,,,,,,,,,,,,,,,361322.6307713545,497166.30305923225,1822034.4313388688,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,15.0,0.0,2382.0,8.0,1176.0,58481.0,0.0,76494651.21300064,76494651.21300064,0.0,7132.442624568939,,,,,,,,,,,,,,,,26403480.228305068,13666156.575078238,45489648.11262592,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,15.0,0.0,3519.0,9.0,1137.0,59618.0,0.0,74226676.37100069,74226676.37100069,0.0,7209.232427597046,,,,,,,,,,,,,,,,25807863.48343307,13074228.264053553,44928063.65399063,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,15.0,0.0,3655.0,10.0,136.0,59754.0,0.0,6448428.485000011,6448428.485000011,0.0,7218.510987997055,,,,,,,,,,,,,,,,2105097.295341432,2034538.4712404641,6168303.556389966,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,15.0,0.0,3902.0,11.0,247.0,60001.0,0.0,13855346.29600004,13855346.29600004,0.0,7235.536688089371,,,,,,,,,,,,,,,,5364757.836018881,3750853.0105642956,12542793.904407766,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,15.0,0.0,4103.0,12.0,201.0,60202.0,0.0,10025888.80000001,10025888.80000001,0.0,7249.5349180698395,,,,,,,,,,,,,,,,3887915.8522764533,2986940.2680451684,9253671.385077525,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,15.0,0.0,4464.0,13.0,361.0,60563.0,0.0,11848368.710000034,11848368.710000034,0.0,7274.307432413101,,,,,,,,,,,,,,,,3224405.4777915655,3239549.299519849,10695053.385903165,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,15.0,0.0,4588.0,14.0,124.0,60687.0,0.0,5570938.223000004,5570938.223000004,0.0,7283.053493499756,,,,,,,,,,,,,,,,1725229.678717058,1719973.1858599272,5362372.114954047,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,15.0,0.0,4665.0,15.0,77.0,60764.0,0.0,1160987.176000008,1160987.176000008,0.0,7288.708105802536,,,,,,,,,,,,,,,,335878.514165443,389166.11557126767,1136260.7912004716,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,15.0,0.0,4923.0,16.0,258.0,61022.0,0.0,12329863.257000033,12329863.257000033,0.0,7306.903530836105,,,,,,,,,,,,,,,,4508762.356146444,3591020.6277365065,11177780.349463698,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,15.0,0.0,5926.0,17.0,1003.0,62025.0,0.0,57518361.89200063,57518361.89200063,0.0,7374.956808805466,,,,,,,,,,,,,,,,19507238.21032715,11869273.305433797,37990592.55960144,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,15.0,0.0,6427.0,18.0,501.0,62526.0,0.0,34375118.53999996,34375118.53999996,0.0,7408.681658267975,,,,,,,,,,,,,,,,13815580.657366415,8703129.04734141,27480993.624283742,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,15.0,0.0,6478.0,19.0,51.0,62577.0,0.0,701992.2500000115,701992.2500000115,0.0,7412.543294668198,,,,,,,,,,,,,,,,117182.63007230699,170851.07604298845,696712.6485148373,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,15.0,0.0,6871.0,20.0,393.0,62970.0,0.0,25312219.12999987,25312219.12999987,0.0,7439.673681259155,,,,,,,,,,,,,,,,10457312.163276132,7107134.856852687,21223719.16900151,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,16.0,0.0,360.0,1.0,360.0,63330.0,0.0,23300741.4589999,23300741.4589999,0.0,7842.523462772369,,,,,,,,,,,,,,,,8988037.42803363,6435256.355878425,20085133.11802592,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,16.0,0.0,754.0,2.0,394.0,63724.0,0.0,23570738.492999893,23570738.492999893,0.0,7869.328266620636,,,,,,,,,,,,,,,,8710545.714853156,6447541.767197606,20158942.423771657,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,16.0,0.0,1014.0,3.0,260.0,63984.0,0.0,16420317.809000015,16420317.809000015,0.0,7887.183916568756,,,,,,,,,,,,,,,,6428409.29259345,4733825.884956115,14763695.08801372,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,16.0,0.0,1215.0,4.0,201.0,64185.0,0.0,11659370.650000026,11659370.650000026,0.0,7901.20246887207,,,,,,,,,,,,,,,,4293625.840346829,3524710.016150935,10807159.015105411,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,16.0,0.0,1273.0,5.0,58.0,64243.0,0.0,890990.1570000118,890990.1570000118,0.0,7905.5911474227905,,,,,,,,,,,,,,,,170813.64355286022,226713.16349826555,881964.9306045488,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
